[log]nombre;formateado;real
[09:55:25  +0000]Jaguerbot;00:02:320;2.320045
[09:55:32  +0000]Jaguerbot;00:01:346;1.346025
[09:55:36  +0000]Jaguerbot;00:00:504;0.504738
[09:56:06  +0000]Jaguerbot;00:00:500;0.500448
[09:56:17  +0000]Jaguerbot;00:01:303;1.303386
[09:56:49  +0000]Jaguerbot;00:01:924;1.924685
[09:56:55  +0000]Jaguerbot;00:00:137;0.137328
[09:56:58  +0000]Jaguerbot;00:00:199;0.199413
[09:57:14  +0000]Jaguerbot;00:00:404;0.404797
