[log]nombre;formateado;real
[23:38:59  +0000]Fabfast;00:55:608;55.608619
[23:40:38  +0000]Fabfast;01:16:785;76.785956
[23:43:39  +0000]Fabfast;00:55:314;55.314730
[23:45:11  +0000]Jaguerbot;00:17:751;17.751807
[23:45:51  +0000]Jaguerbot;00:13:288;13.288810
[23:46:39  +0000]Lightracers;00:12:487;12.487370
[23:47:33  +0000]Lightracers;00:17:593;17.593273
[23:49:02  +0000]Dubot runner;00:52:478;52.478163
[23:56:14  +0000]CRU;00:06:431;6.431348
[23:56:46  +0000]CRU;00:05:841;5.841671
