[log]nombre;formateado;real
[08:48:37  +0000]Jaguerbot;00:04:773;4.773129
[08:48:56  +0000]Jaguerbot;00:02:135;2.135120
[08:49:29  +0000]Jaguerbot;00:00:069;0.069699
[08:50:39  +0000]Jaguerbot;00:03:654;3.654833
[08:52:39  +0000]Jaguerbot;00:06:104;6.104564
[08:52:51  +0000]Jaguerbot;00:02:374;2.374923
[08:53:09  +0000]Jaguerbot;00:02:338;2.338615
[08:54:28  +0000]Jaguerbot;00:01:503;1.503588
[08:54:41  +0000]Jaguerbot;00:01:836;1.836341
[08:54:46  +0000]Jaguerbot;00:01:709;1.709769
